"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.45463290584393e-20,0.581464319677528,0.273,0.161,1.0357802424907e-15,"1","BNIP3"
5.64721285896411e-20,0.444456551024505,0.581,0.448,1.07234924978869e-15,"1","KRTCAP2"
6.60317549424162e-20,0.539684843784684,0.495,0.373,1.25387699460154e-15,"1","NECAP2"
8.87515397815842e-20,0.556668438003499,0.366,0.239,1.6853029889125e-15,"1","CCDC66"
9.98308583614005e-20,0.588433813849941,0.363,0.244,1.89568816942463e-15,"1","TLK1"
1.64565761311209e-19,0.542614396664384,0.377,0.252,3.12493924153854e-15,"1","CCSER2"
2.16841982488025e-19,0.332217662532017,0.726,0.608,4.11761240546511e-15,"1","DDX24"
2.88398224730411e-19,0.722349987524239,0.272,0.168,5.47639388940578e-15,"1","UXS1"
2.9486351022527e-19,0.587895547832911,0.28,0.167,5.59916319566765e-15,"1","TMEM204"
3.40388880443899e-19,0.444367885613732,0.55,0.426,6.46364445074921e-15,"1","KMT2A"
6.58978809054304e-19,0.50916566068255,0.477,0.354,1.25133486051322e-14,"1","PDCD5"
6.80272296652265e-19,0.318803430907116,0.506,0.351,1.29176906411299e-14,"1","LINC00861"
1.02846560291649e-18,0.511102863275775,0.396,0.267,1.95295333337811e-14,"1","SLC2A4RG"
2.48085912152477e-18,0.322493710853615,0.697,0.578,4.71090338586339e-14,"1","FYN"
2.64934422184782e-18,0.802778428097229,0.31,0.208,5.03083974286682e-14,"1","LPAR6"
2.69716308852879e-18,0.340678821219223,0.501,0.347,5.12164298880732e-14,"1","RASGRP1"
2.76617505363549e-18,0.31259005539674,0.741,0.632,5.25268980934844e-14,"1","GTF3A"
3.00667620730494e-18,0.495982004454416,0.293,0.18,5.70937745005135e-14,"1","STMN3"
3.49550076349512e-18,0.511102938166094,0.342,0.222,6.63760639980089e-14,"1","MARCH9"
5.65994174386582e-18,0.537815021021187,0.437,0.324,1.07476633774268e-13,"1","TRAPPC6A"
8.04959582749173e-18,0.303820953572116,0.802,0.703,1.5285377516824e-13,"1","UBE2D2"
1.03006253688178e-17,0.604104674674472,0.294,0.185,1.95598575128481e-13,"1","BOLA3"
1.07629866602781e-17,0.487303619148598,0.463,0.339,2.04378353692021e-13,"1","TMEM173"
1.14815846112894e-17,0.318943273189896,0.686,0.57,2.18023810183774e-13,"1","SELENOW"
1.77548235966912e-17,0.37909800921795,0.635,0.525,3.37146345277568e-13,"1","ARID4B"
1.99022569982574e-17,0.523065881064175,0.569,0.455,3.77923958139909e-13,"1","TPR"
2.62725549567955e-17,0.260850598068802,0.854,0.764,4.9888954607459e-13,"1","EIF4A2"
2.78638280610312e-17,0.501174347861529,0.415,0.294,5.29106231050921e-13,"1","NOP58"
2.78976810086982e-17,0.588008641591748,0.316,0.209,5.2974906467417e-13,"1","MYC"
3.46372985174728e-17,0.40868406149795,0.593,0.476,6.57727661548291e-13,"1","PSMC5"
4.36878630710944e-17,0.252409970939496,0.901,0.841,8.29588831857012e-13,"1","EIF3F"
6.06334831278979e-17,0.588713251193845,0.271,0.171,1.15136921111565e-12,"1","ERN1"
8.05831385784009e-17,0.466698675509888,0.521,0.407,1.53019321846526e-12,"1","NOL7"
1.4727711722021e-16,0.560205547436164,0.36,0.251,2.79664517889457e-12,"1","DYRK2"
2.29417386778735e-16,0.735162361111183,0.258,0.167,4.35640675754139e-12,"1","KDSR"
2.74494823676893e-16,0.312023110965023,0.75,0.646,5.21238220680052e-12,"1","DAD1"
4.71821176236251e-16,0.281375226651221,0.679,0.554,8.95941231555017e-12,"1","NDFIP1"
5.71297979826767e-16,0.554647534559468,0.298,0.195,1.08483773389305e-11,"1","TMEM106B"
7.55703063189837e-16,0.326475604696739,0.66,0.546,1.43500454669118e-11,"1","CD47"
9.92657288671071e-16,0.368014538697402,0.654,0.546,1.8849569254575e-11,"1","HSPE1"
1.03726962159491e-15,0.584524962548176,0.285,0.187,1.96967128444657e-11,"1","PCNX1"
1.09317334535278e-15,0.366696261163947,0.54,0.416,2.0758268654904e-11,"1","MDH1"
1.43223634506308e-15,0.469087279436435,0.42,0.308,2.71967359564028e-11,"1","SRSF8"
3.92378009042141e-15,0.48606711055756,0.324,0.221,7.45086601370122e-11,"1","PHF1"
5.75450563502111e-15,0.28394729191681,0.709,0.622,1.09272307503416e-10,"1","C9orf16"
6.25154262334976e-15,0.410833926817447,0.472,0.36,1.18710542874789e-10,"1","TMED4"
6.56765527885374e-15,0.564588574463345,0.298,0.2,1.24713206090154e-10,"1","ASF1A"
6.81047372870751e-15,0.477429375807956,0.26,0.167,1.29324085634427e-10,"1","AC026979.2"
1.14369287116628e-14,0.28721618554046,0.566,0.431,2.17175839305765e-10,"1","SLC2A3"
1.2519319670939e-14,0.516640822269271,0.36,0.259,2.3772936123146e-10,"1","LPIN2"
1.66623429702252e-14,0.602050754993742,0.277,0.186,3.16401230661605e-10,"1","WWP1"
1.75684722527445e-14,0.330886026028708,0.576,0.462,3.33607719607364e-10,"1","C6orf48"
1.86924975404184e-14,0.550457017900887,0.339,0.241,3.54951835795004e-10,"1","RSBN1"
1.88791001035515e-14,0.276895018151482,0.811,0.709,3.58495231866339e-10,"1","PTGES3"
2.32153341943929e-14,0.559464864425592,0.331,0.235,4.40835981017327e-10,"1","RGS14"
2.48820806767695e-14,0.427066087025115,0.393,0.286,4.72485829971175e-10,"1","SAMSN1"
2.54405845455378e-14,0.468588194747661,0.389,0.289,4.83091259935217e-10,"1","R3HDM4"
2.59321558789234e-14,0.676830766419317,0.264,0.176,4.92425707984876e-10,"1","FAM129A"
4.49853389936784e-14,0.387165079291807,0.422,0.311,8.54226602150959e-10,"1","EMB"
5.52399079739732e-14,0.71053919916415,0.251,0.167,1.04895061251778e-09,"1","RPS6KA5"
6.01597765427937e-14,0.258790349238162,0.965,0.944,1.14237399677111e-09,"1","ZFP36L2"
6.44231990803111e-14,0.704048781644731,0.273,0.19,1.22333212733603e-09,"1","DNPH1"
6.80552760293371e-14,0.445232288678591,0.458,0.351,1.29230163652108e-09,"1","SS18L2"
7.35031086213442e-14,0.292179031034565,0.716,0.617,1.3957505296107e-09,"1","ABRACL"
9.77771572947587e-14,0.298925849495875,0.743,0.642,1.85669043987017e-09,"1","EID1"
1.24775437059303e-13,0.531555963515377,0.363,0.268,2.36936077431911e-09,"1","GLOD4"
1.25838139709301e-13,0.374765104918275,0.572,0.469,2.38954043493992e-09,"1","TRAM1"
1.57590016113214e-13,0.432909933928157,0.435,0.325,2.99247681597381e-09,"1","TBCC"
2.26554726991057e-13,0.288843370625989,0.66,0.552,4.30204771083317e-09,"1","SELENOK"
2.52177385191902e-13,0.318441440777674,0.667,0.576,4.78859636740902e-09,"1","RAP1A"
2.56989240079191e-13,0.309411419815871,0.668,0.561,4.87996867986376e-09,"1","MPHOSPH8"
2.94823891360942e-13,0.408076837879747,0.501,0.389,5.59841087305293e-09,"1","PPHLN1"
3.32443528627665e-13,0.572146284573934,0.275,0.187,6.31277016511073e-09,"1","ACTR6"
3.41326705812276e-13,0.427088342018005,0.415,0.313,6.48145281666931e-09,"1","RNF126"
4.14405806993499e-13,0.255218081422427,0.816,0.75,7.86915186899954e-09,"1","EIF5A"
5.0804076336735e-13,0.275389861512219,0.269,0.174,9.64718605558261e-09,"1","CD226"
6.40353034667811e-13,0.470547839180003,0.4,0.302,1.21596637753071e-08,"1","FAM162A"
6.84520615430656e-13,0.251756531288404,0.546,0.436,1.29983619664127e-08,"1","HIST1H4C"
7.31056705492342e-13,0.356379715238201,0.307,0.208,1.38820357805941e-08,"1","FKBP11"
7.57132914434106e-13,0.401115482914245,0.473,0.37,1.43771969121892e-08,"1","URI1"
1.20818679626252e-12,0.272427409996923,0.719,0.616,2.2942259074229e-08,"1","SNU13"
1.32030750352398e-12,0.251369997882152,0.783,0.692,2.50713191844168e-08,"1","NDUFS5"
1.34398244197655e-12,0.372308171609631,0.423,0.317,2.55208825906928e-08,"1","HMOX2"
1.80315043843131e-12,0.268687571833386,0.704,0.598,3.42400236753721e-08,"1","ISCU"
1.82483316848275e-12,0.527613198289165,0.27,0.183,3.46517570363189e-08,"1","ABHD14A"
2.08005846624089e-12,0.397619265553738,0.43,0.331,3.94982302154484e-08,"1","PARP1"
2.54348477613849e-12,0.491731309872515,0.344,0.253,4.82982324140938e-08,"1","SINHCAF"
2.94733056193964e-12,0.345424456676896,0.541,0.445,5.59668600406719e-08,"1","PPA1"
4.42616143228312e-12,0.260637968569627,0.772,0.683,8.40483794376243e-08,"1","C19orf53"
5.3878015160104e-12,0.325646404772441,0.518,0.418,1.02308962987521e-07,"1","IL16"
6.08592258190408e-12,0.436403332213732,0.273,0.186,1.15565583907777e-07,"1","LINS1"
6.39127260324204e-12,0.422262397680907,0.277,0.189,1.21363875462963e-07,"1","PCED1B"
6.39946134083404e-12,0.265805296305053,0.888,0.835,1.21519371401098e-07,"1","SRSF7"
6.77030361595561e-12,0.310029911244944,0.613,0.516,1.28561295363381e-07,"1","GYPC"
7.91313402962845e-12,0.399376189654322,0.29,0.2,1.50262502088615e-07,"1","VEGFB"
8.68170839139125e-12,0.619230616508807,0.277,0.198,1.64856960644128e-07,"1","TAB2"
1.03416917780734e-11,0.492563526126536,0.313,0.228,1.96378385173836e-07,"1","CCNG1"
1.10347696718777e-11,0.465194557252001,0.364,0.274,2.09539241299285e-07,"1","ERGIC2"
1.16248343969295e-11,0.34256915229689,0.442,0.34,2.20743980363294e-07,"1","DNAJC19"
1.44550365984423e-11,0.278453141784326,0.596,0.498,2.74486689967821e-07,"1","PCSK7"
1.85668486118595e-11,0.372244631677469,0.5,0.406,3.52565888290599e-07,"1","CACYBP"
2.11451807968249e-11,0.510194757467753,0.309,0.227,4.01525838150908e-07,"1","MAPKAPK5-AS1"
2.45564900813274e-11,0.28430608757542,0.588,0.485,4.66303190154326e-07,"1","C1QBP"
2.5598621520477e-11,0.401487612461638,0.365,0.272,4.86092224052337e-07,"1","METTL5"
2.91745090206907e-11,0.273445797908943,0.593,0.49,5.53994751793896e-07,"1","MED10"
3.35473196233329e-11,0.356028870730684,0.334,0.24,6.37030052327468e-07,"1","TUT4"
4.04488687171415e-11,0.553287010039533,0.277,0.2,7.68083568069801e-07,"1","ERO1A"
4.94369708598221e-11,0.27752304773614,0.671,0.578,9.38758639657162e-07,"1","EPC1"
5.26910006640889e-11,0.420526043612786,0.355,0.267,1.00054941161038e-06,"1","FAM177A1"
7.2618481881621e-11,0.557290996652872,0.25,0.173,1.3789523524501e-06,"1","PRPS1"
8.44483906318292e-11,0.311422984781433,0.608,0.523,1.6035904897078e-06,"1","RWDD1"
9.30214181005198e-11,0.488748761459325,0.262,0.184,1.76638370831077e-06,"1","COX11"
1.08540169977113e-10,0.608922994893809,0.27,0.196,2.06106928769539e-06,"1","GPR155"
1.50268150758225e-10,0.316842629386135,0.429,0.328,2.85344191474793e-06,"1","RBM38"
1.734292896589e-10,0.527819645473579,0.267,0.191,3.29324878133285e-06,"1","GORASP2"
2.29750140789093e-10,0.364756933953468,0.353,0.266,4.36272542344408e-06,"1","VOPP1"
2.61421065547057e-10,0.409519488928664,0.295,0.212,4.96412461367307e-06,"1","CHMP7"
2.79103037691821e-10,0.34612384776487,0.583,0.502,5.29988758272998e-06,"1","NDUFV2"
2.9058201342796e-10,0.344806423355741,0.493,0.405,5.51786185298353e-06,"1","ANXA7"
3.44433751428787e-10,0.463072016346916,0.316,0.237,6.54045250588124e-06,"1","MRPS31"
3.85353227641894e-10,0.436104833402956,0.291,0.212,7.31747243969193e-06,"1","BEX4"
4.71630018080329e-10,0.458732811550828,0.36,0.278,8.95578241332737e-06,"1","IL27RA"
4.88939856198707e-10,0.42735168973451,0.318,0.237,9.28447892935725e-06,"1","GRAMD1A"
5.02445570206023e-10,0.40748505760036,0.369,0.283,9.54093893264217e-06,"1","NBDY"
5.63762411233385e-10,0.339764709583067,0.537,0.452,1.07052844269107e-05,"1","ZC3HAV1"
5.97882996118681e-10,0.418726751928105,0.27,0.192,1.13532002132976e-05,"1","STAT5B"
6.24300919190663e-10,0.382408793774236,0.265,0.186,1.18548501545115e-05,"1","SLC25A45"
6.25807831419366e-10,0.393527041250387,0.489,0.411,1.18834649108223e-05,"1","NR3C1"
6.26110730714695e-10,0.421897576331794,0.377,0.291,1.18892166655414e-05,"1","KRR1"
6.33790985894179e-10,0.410240723633307,0.288,0.21,1.20350570311446e-05,"1","ESYT1"
7.38472721843781e-10,0.339056880306028,0.504,0.426,1.40228585150916e-05,"1","DUT"
8.03955500590602e-10,0.323275278745149,0.425,0.337,1.52663110007149e-05,"1","EXOSC6"
8.25892260083113e-10,0.364021954900229,0.332,0.251,1.56828681267182e-05,"1","MTERF4"
9.9755520127469e-10,0.338338681185817,0.468,0.381,1.89425757170051e-05,"1","HAX1"
1.20459922159182e-09,0.275285796447426,0.614,0.531,2.2874134618807e-05,"1","PDCD4"
1.37399983859719e-09,0.335488120094228,0.421,0.333,2.60908829351221e-05,"1","MPC2"
1.72536932166368e-09,0.470201464475444,0.316,0.241,3.27630380490716e-05,"1","RNF139"
1.92113245961065e-09,0.261316611474096,0.541,0.451,3.64803842755467e-05,"1","TBCB"
2.15977363822623e-09,0.38425607055346,0.339,0.258,4.10119416162779e-05,"1","RPA3"
2.35236892058065e-09,0.381734308850646,0.307,0.231,4.46691334329059e-05,"1","DMAC1"
2.40962967417055e-09,0.414882483093413,0.345,0.269,4.57564578828245e-05,"1","SMAP1"
2.65637644881893e-09,0.403563096477848,0.353,0.271,5.04419323866226e-05,"1","BLOC1S4"
2.67465934734706e-09,0.38694061788759,0.343,0.26,5.07891063467734e-05,"1","VBP1"
3.30851489844102e-09,0.279170636960221,0.615,0.538,6.28253894064966e-05,"1","PHB2"
3.3172780328886e-09,0.264704500416938,0.618,0.533,6.29917925665217e-05,"1","SSB"
3.44631682510005e-09,0.325783863395228,0.421,0.335,6.54421101918249e-05,"1","CASP8"
4.00236288552363e-09,0.467543706659117,0.28,0.207,7.60008688332082e-05,"1","ISCA2"
4.24349246998429e-09,0.387678575493979,0.288,0.209,8.05796785125317e-05,"1","NAE1"
4.32695749515323e-09,0.258687189629453,0.558,0.468,8.21645958754647e-05,"1","HEBP2"
4.65409844274211e-09,0.285953057420257,0.315,0.227,8.837667532923e-05,"1","ANXA2R"
4.8935685923037e-09,0.607524992143568,0.254,0.189,9.29239739992549e-05,"1","SESN3"
5.25955899811583e-09,0.403039199289943,0.403,0.326,9.98737658152215e-05,"1","SLC3A2"
5.3571049790477e-09,0.331393806615601,0.429,0.347,0.000101726066447137,"1","ABHD14B"
6.64736302106668e-09,0.308815052986702,0.42,0.333,0.000126226776407035,"1","MFNG"
8.38899230189112e-09,0.483456756211493,0.286,0.219,0.000159298574820611,"1","CORO7"
8.93097580465538e-09,0.297526546680717,0.444,0.362,0.000169590299554601,"1","UGP2"
8.95420515059173e-09,0.408424717257024,0.271,0.196,0.000170031401604586,"1","C12orf65"
9.24685765699316e-09,0.353623970397911,0.369,0.291,0.000175588580048643,"1","DPY30"
9.50079742772968e-09,0.308425016240673,0.369,0.286,0.000180410642355159,"1","BCAS2"
9.84817154671916e-09,0.305846139443731,0.383,0.306,0.00018700692950065,"1","NUTF2"
1.27050643416491e-08,0.462056539495547,0.267,0.2,0.000241256466783574,"1","RALA"
1.42249815128254e-08,0.375626443321611,0.34,0.263,0.000270118173947041,"1","DNMT1"
1.68624141039982e-08,0.269944578711133,0.537,0.455,0.000320200381420821,"1","MRPL57"
2.17146040774347e-08,0.384087778500102,0.282,0.209,0.000412338616826408,"1","DYNLT3"
2.2814436429337e-08,0.29653821103758,0.568,0.498,0.00043322333335668,"1","REX1BD"
2.45930439600583e-08,0.40766324058509,0.349,0.273,0.000466997311757548,"1","DGCR6L"
2.54571292651669e-08,0.25764134814421,0.302,0.222,0.000483405427616255,"1","TNRC6C"
2.79163914107039e-08,0.349018817340086,0.323,0.247,0.000530104356497856,"1","RECQL"
2.79661004941659e-08,0.330211943000124,0.446,0.37,0.000531048282283717,"1","TSPYL1"
3.24528479930128e-08,0.313065306620991,0.408,0.329,0.00061624713053932,"1","G3BP1"
4.75790837650389e-08,0.281363803873161,0.492,0.413,0.000903479221614323,"1","VPS51"
4.80779542540119e-08,0.353062931323015,0.327,0.255,0.000912952273329431,"1","MRPS33"
4.96488745664847e-08,0.334960199044762,0.337,0.261,0.000942782479142977,"1","ZBTB38"
6.49421057183462e-08,0.361002804813074,0.276,0.206,0.00123318564548568,"1","ATF7IP2"
8.30720397126472e-08,0.383294149514661,0.338,0.269,0.00157745496210346,"1","CNTRL"
8.31217125961809e-08,0.263058161667894,0.551,0.476,0.00157839820048888,"1","M6PR"
9.10760000197509e-08,0.258709658381857,0.58,0.514,0.00172944216437505,"1","C16orf54"
1.00029495257268e-07,0.327194336441794,0.279,0.208,0.00189946008544025,"1","TMUB1"
1.03904330636039e-07,0.377639862742118,0.258,0.19,0.00197303933444775,"1","KLHDC2"
1.06150139217598e-07,0.331381145674028,0.258,0.189,0.00201568499360296,"1","BRIX1"
1.11209504591223e-07,0.404226502426303,0.403,0.33,0.00211175728268274,"1","GBP2"
1.26863434127857e-07,0.349082275111585,0.338,0.269,0.00240900975065387,"1","NUDCD2"
1.31317664502455e-07,0.352093455518906,0.409,0.337,0.00249359113123712,"1","MRPL34"
1.4400898454602e-07,0.366712462891565,0.326,0.26,0.00273458660754438,"1","WASHC3"
1.46092318285716e-07,0.335492464076596,0.313,0.246,0.00277414703192745,"1","CMC2"
1.62603550816109e-07,0.296640548760341,0.278,0.208,0.0030876788264471,"1","TSR2"
1.63228681380375e-07,0.307599778602206,0.322,0.252,0.00309954943073194,"1","ISCA1"
1.66366581908909e-07,0.315675573145926,0.36,0.29,0.00315913502386827,"1","STK24"
1.90763039506793e-07,0.298914814934763,0.391,0.314,0.00362239935719449,"1","ZNHIT3"
2.08273903854047e-07,0.320048153657678,0.47,0.397,0.00395491316028449,"1","CCM2"
2.38444999599829e-07,0.339087142619331,0.265,0.199,0.00452783209740116,"1","NCOA7"
2.62594363887346e-07,0.279102224727508,0.456,0.38,0.00498640437585682,"1","PDCD2"
2.73847978658175e-07,0.352610230740309,0.355,0.283,0.00520009926674008,"1","AC044849.1"
2.76451841048623e-07,0.378857232955026,0.328,0.263,0.00524954400967231,"1","ELOVL5"
2.86155670575043e-07,0.352051208984016,0.326,0.257,0.0054338100285495,"1","ARL14EP"
2.98509250340114e-07,0.267272090104849,0.474,0.401,0.00566839215470842,"1","RANBP1"
3.7007898896919e-07,0.250988029318019,0.497,0.422,0.00702742992153594,"1","TMC6"
3.70408747079332e-07,0.283863198291951,0.406,0.331,0.00703369169828944,"1","NSMCE1"
3.7410446852337e-07,0.313368071764615,0.373,0.304,0.00710386975279028,"1","LRP10"
3.75574490470493e-07,0.341855626084773,0.282,0.216,0.00713178399954419,"1","SMIM27"
4.05248588933316e-07,0.318053138880581,0.275,0.209,0.00769526545525474,"1","EXOSC8"
4.3439457502201e-07,0.263136899058472,0.564,0.497,0.00824871858509296,"1","KIAA1551"
4.42233565776608e-07,0.292036147197431,0.472,0.398,0.00839757318053201,"1","PTGER4"
5.53947825427154e-07,0.263532323223535,0.375,0.302,0.0105189152570362,"1","PFDN1"
6.1098105346173e-07,0.262611082672869,0.396,0.321,0.0116019192241848,"1","UBA2"
6.30635694565745e-07,0.316879136812847,0.312,0.249,0.0119751412041089,"1","RNF145"
6.37909573619856e-07,0.267739259347228,0.363,0.29,0.0121132648934675,"1","ILF3-DT"
6.62657200282573e-07,0.375821410263007,0.334,0.269,0.0125831975761658,"1","DARS"
7.81203402940087e-07,0.323530167045175,0.273,0.21,0.0148342714184293,"1","JAK3"
8.81431126117636e-07,0.352078856548371,0.302,0.239,0.0167374956538478,"1","ABT1"
8.96400498930006e-07,0.267627920204576,0.375,0.304,0.0170217490741819,"1","CCDC107"
1.08344605184539e-06,0.265713352219303,0.493,0.427,0.0205735570784921,"1","PCNP"
1.35488107449177e-06,0.284583216229721,0.355,0.29,0.0257278367235242,"1","FDX1"
1.41982536566214e-06,0.333325389083585,0.283,0.221,0.0269610638685584,"1","RNF19A"
1.53040525531877e-06,0.449652391457343,0.262,0.208,0.0290608653932482,"1","PRELID3B"
1.95686270929867e-06,0.383530495220176,0.295,0.238,0.0371588659868725,"1","IL6R"
1.97923261193853e-06,0.331094699456667,0.315,0.256,0.0375836480681008,"1","TNIP1"
2.32637540942718e-06,0.31395073857877,0.261,0.201,0.0441755426496126,"1","SDHAF3"
2.49060385613489e-06,0.276049046236244,0.354,0.284,0.0472940766241454,"1","THYN1"
2.49528481904691e-06,0.310070315641344,0.281,0.22,0.0473829634288818,"1","ESYT2"
2.54293583686308e-06,0.258034223077173,0.471,0.399,0.048287808606193,"1","PPM1G"
2.77284751422903e-06,0.26570402025419,0.392,0.325,0.052653601447695,"1","PURA"
2.91426741723957e-06,0.301990990683187,0.447,0.383,0.0553390239859622,"1","S1PR4"
4.29071834760617e-06,0.271330801230739,0.498,0.43,0.0814764507026936,"1","GADD45GIP1"
4.48509541480718e-06,0.250556350695977,0.302,0.24,0.0851674768317735,"1","OXLD1"
5.35935396848456e-06,0.298998804218255,0.343,0.281,0.101768772507553,"1","METTL23"
6.64775177141873e-06,0.342149882512873,0.309,0.252,0.12623415838747,"1","TSR3"
7.29065644976557e-06,0.283957388573717,0.961,0.947,0.138442275324598,"1","JUNB"
7.56401328105037e-06,0.305462282932701,0.376,0.316,0.143633048193865,"1","NAA10"
7.74240565951561e-06,0.338244859975566,0.293,0.239,0.147020541068542,"1","SNHG25"
8.33068735683446e-06,0.32458320899554,0.266,0.211,0.15819142221893,"1","EEF1E1"
8.81090275326217e-06,0.424034079924769,0.278,0.226,0.167310232381695,"1","MALT1"
9.38908863150721e-06,0.251515926795655,0.472,0.407,0.17828940402369,"1","AIP"
9.66896939050975e-06,0.273230896656568,0.335,0.276,0.18360405975639,"1","CFDP1"
9.72509492244991e-06,0.318545578500993,0.292,0.237,0.184669827482401,"1","NUDT5"
1.01678808450698e-05,0.329614506516942,0.283,0.227,0.19307788936703,"1","IPCEF1"
1.06331722846298e-05,0.317487528521833,0.256,0.202,0.201913308512836,"1","CFAP298"
1.38253055276359e-05,0.375016720165728,0.271,0.221,0.262528726664278,"1","PSMC2"
1.39964961117473e-05,0.307708185745804,0.346,0.291,0.26577946466597,"1","GSPT1"
1.45968258431079e-05,0.25709737805258,0.303,0.244,0.277179125934776,"1","RNF216"
1.53010610161286e-05,0.25689530555695,0.37,0.306,0.290551847635265,"1","PITHD1"
2.0946448174266e-05,0.312960577600678,0.281,0.226,0.397752104381137,"1","PIGC"
2.1114644864784e-05,0.282101178601224,0.276,0.221,0.400945991337384,"1","CCDC91"
2.48386674695767e-05,0.339612911764111,0.267,0.217,0.471661456579792,"1","AC008105.3"
3.03879432584704e-05,0.294258087475707,0.298,0.244,0.577036654535095,"1","TCEAL8"
3.25441915580381e-05,0.276253198307656,0.41,0.354,0.617981653495586,"1","POLR2I"
3.38165283995609e-05,0.265540928694512,0.402,0.346,0.642142057779261,"1","MED4"
4.16427551387593e-05,0.292605847720382,0.345,0.291,0.7907542773299,"1","NOP56"
4.618067678059e-05,0.262649658008891,0.408,0.352,0.876924871386624,"1","AKIRIN1"
5.24905868512999e-05,0.256855116895626,0.35,0.297,0.996743753719335,"1","TEX264"
5.3143774221771e-05,0.352520647651413,0.258,0.209,1,"1","LETMD1"
5.57298931811979e-05,0.31726687602216,0.264,0.212,1,"1","CENPC"
6.66211250670998e-05,0.27959037438503,0.286,0.237,1,"1","NUDT2"
8.65356688713126e-05,0.282285466521085,0.275,0.225,1,"1","EBPL"
0.000160919695413779,0.301405446796037,0.287,0.239,1,"1","ZCRB1"
0.000162746583129685,0.2553636476172,0.279,0.23,1,"1","STX8"
0.000166357046590729,0.297912404162426,0.282,0.235,1,"1","CCDC90B"
0.000172685971834755,0.286174616277251,0.299,0.25,1,"1","HTATSF1"
0.000189480512529796,0.327309191146878,0.278,0.232,1,"1","MRPL3"
0.000228891847896508,0.282241888634248,0.332,0.284,1,"1","FKBP3"
0.00022979977492665,0.304030020769435,0.255,0.212,1,"1","N4BP1"
0.000282446939246872,0.288016802732853,0.31,0.264,1,"1","DAP3"
0.000339090000550398,0.260882563612591,0.259,0.213,1,"1","MRPS26"
0.000418321125135883,0.287272504725331,0.3,0.255,1,"1","ZNF430"
0.000524147332185275,0.277712708102628,0.349,0.304,1,"1","UBL3"
0.000654935432347136,0.275079005983668,0.26,0.22,1,"1","KRCC1"
0.000715776344986387,0.269142844360206,0.255,0.213,1,"1","MRPL9"
0.000912080470213835,0.252444064025577,0.276,0.234,1,"1","SP140L"
0.00170201284067372,0.271278554123311,0.332,0.293,1,"1","CMTM7"
0.00194707058437912,0.308846205824326,0.271,0.235,1,"1","ATXN7L3B"
0.00691712658491252,0.267290721631718,0.271,0.238,1,"1","TRAPPC4"
0,5.06756819018408,0.947,0.087,0,"2","CD14"
0,5.15046119415777,0.925,0.081,0,"2","VCAN"
0,5.75656571039409,0.883,0.062,0,"2","S100A12"
0,4.47902135861495,0.93,0.111,0,"2","AC020656.1"
0,4.04441564557017,0.945,0.137,0,"2","CSTA"
0,3.29990558098903,0.983,0.176,0,"2","FCN1"
0,3.90193062083231,0.983,0.18,0,"2","MNDA"
0,3.82638166189153,0.909,0.118,0,"2","MS4A6A"
0,4.00350322696324,0.87,0.097,0,"2","LGALS2"
0,2.18081944917811,0.912,0.155,0,"2","SERPINA1"
0,3.16878148706349,0.928,0.176,0,"2","CYBB"
0,3.03895988210408,0.903,0.151,0,"2","CLEC12A"
0,3.64330436053291,0.918,0.168,0,"2","DUSP6"
0,3.33134089649002,0.954,0.216,0,"2","CEBPD"
0,4.5656729748614,0.825,0.089,0,"2","CSF3R"
0,4.26813155613436,0.899,0.163,0,"2","IL1B"
0,3.21845073417643,0.895,0.164,0,"2","KLF4"
0,3.53425562725295,0.959,0.238,0,"2","NAMPT"
0,2.37856931812235,0.899,0.18,0,"2","SPI1"
0,3.13427832520322,0.896,0.18,0,"2","LGALS3"
0,3.20222276224739,0.849,0.14,0,"2","CLEC7A"
0,3.2682265280904,0.838,0.131,0,"2","NCF2"
0,1.7778676663816,0.986,0.279,0,"2","LST1"
0,3.11940654046268,0.861,0.155,0,"2","MPEG1"
0,1.87384744428684,0.981,0.278,0,"2","FCER1G"
0,2.26952017477073,0.873,0.173,0,"2","CFD"
0,2.60804259177546,0.994,0.306,0,"2","TYROBP"
0,2.86981202054825,0.977,0.291,0,"2","TYMP"
0,3.08925155828737,0.917,0.234,0,"2","GRN"
0,3.44087306661091,0.958,0.279,0,"2","RGS2"
0,2.27022916898887,0.994,0.324,0,"2","CST3"
0,4.28936708203949,0.746,0.077,0,"2","CD36"
0,5.52113426584613,0.998,0.336,0,"2","S100A8"
0,2.37702070225652,0.814,0.153,0,"2","CD68"
0,4.58513841699287,0.999,0.344,0,"2","LYZ"
0,3.33538410302458,0.796,0.143,0,"2","TNFSF13B"
0,3.79196335016644,0.745,0.098,0,"2","FPR1"
0,3.33041648146805,0.818,0.171,0,"2","BLVRB"
0,2.7692017708356,0.775,0.134,0,"2","CPVL"
0,2.68059890807536,0.911,0.277,0,"2","FGL2"
0,3.67502263186898,0.73,0.098,0,"2","ALDH2"
0,3.39096000809369,0.745,0.116,0,"2","TNFAIP2"
0,4.8783838383416,0.76,0.132,0,"2","CXCL8"
0,2.66395091245771,0.781,0.156,0,"2","MARCKS"
0,2.57188984123301,0.799,0.175,0,"2","CFP"
0,3.82288476830364,0.72,0.102,0,"2","KCTD12"
0,3.1464643524367,0.722,0.108,0,"2","RAB32"
0,3.874660910102,0.742,0.131,0,"2","SGK1"
